,Unnamed: 0,가게이름,카테고리,위치,평점,리뷰수,위도,경도
238,254,스시웨이 광명본점,초밥 | 롤,경기 광명시 가림일로 80 로즈힐빌딩 3층,3.1,67,37.469075,126.8659244
239,255,마또이따,이탈리안,경기 광명시 철산로 36 양정타워 14층,3.4,93,37.47632309999999,126.8700704
240,256,448돈까스,돈까스 | 우동,경기 광명시 디지털로 29 114 115호,4.3,52,37.4741199,126.8708079
241,257,대창집,곱창 | 막창,경기 광명시 철산로30번길 14 1층101호,3.9,12,37.4749886,126.8696903
242,258,양천뼈다귀 철산직영점,해장국,경기 광명시 철산로30번길 20 2층,4.6,27,37.4747561,126.8697797
243,259,돌삼닭 철산역점,삼겹살,경기 광명시 오리로856번길 8-1,2.9,31,37.4749128,126.8678927
244,261,철산감자탕,감자탕,경기 광명시 오리로856번길 19,3.9,37,37.47551199999999,126.8688277
245,262,훕훕베이글,제과 | 베이커리,경기 광명시 시청로 124,3.8,105,37.4866769,126.8669587
246,263,호우양꼬치 철산점,양꼬치,경기 광명시 철산로30번길 22,3.3,35,37.4746366,126.8695316
247,264,광명소고기순대국,순대,경기 광명시 시청로 122,3.8,18,37.4865402,126.866703
248,265,라조콩드,디저트카페,경기 광명시 시청로 32 1층 3호,4.5,88,37.4795312,126.8640987
249,266,조선식탁 오정족발,족발 | 보쌈,경기 광명시 오리로854번길 16-11 삼희빌딩 1층,3.8,10,37.4743497,126.8692605
250,267,우돈명가,육류 | 고기,경기 광명시 도덕공원로 54 1층,0.0,575,37.4737624,126.8649062
251,268,김명태 굴국밥솥밥 철산점,굴 | 전복,경기 광명시 오리로854번길 22 조흥빌딩 1층,2.7,12,37.4750095,126.8693327
252,269,본가갈비,갈비,경기 광명시 오리로856번길 14,3.0,12,37.4750364,126.8684663
253,270,해피양꼬치,양꼬치,경기 광명시 철산로30번길 5,4.0,36,37.4758281,126.8699388
254,271,인기명 광명철산점,해물 | 생선,경기 광명시 오리로856번길 26 영일빌딩 2층,3.1,42,37.4754134,126.8696398
255,272,탐나종합어시장 철산역점,회,경기 광명시 철산로 20 야우리빌딩 1층 104호,3.5,30,37.4757939,126.8683717
256,273,주재근베이커리 본점,제과 | 베이커리,경기 광명시 철산로 27 1층 5호,3.5,37,37.4768028,126.8689767
257,274,구들장황소곱창,곱창 | 막창,경기 광명시 철산로30번길 24,3.7,19,37.47442119999999,126.8696163
258,275,맛찬들왕소금구이 광명2호점,육류 | 고기,경기 광명시 오리로854번길 6 1층 101호,3.7,49,37.4744845,126.8675758
259,276,홍대개미 광명철산점,퓨전일식,경기 광명시 오리로854번길 21 신명빌딩 2층 203호,3.9,24,37.4752905,126.8692177
260,277,맥도날드 철산역점,패스트푸드,경기 광명시 오리로856번길 17,2.3,8,37.4754561,126.8685402
261,278,광명안양대교보신탕,사철탕 | 영양탕,경기 광명시 시청로 29,4.0,8,37.4794061,126.8635534
262,279,도둑고기 철산점,육류 | 고기,경기 광명시 오리로854번길 16 금강빌딩 2층,3.3,8,37.474683,126.8686217
263,280,원시쪽갈비 철산점,갈비,경기 광명시 디지털로 13 한국빌딩 1층,1.3,37,37.4739222,126.8688844
264,281,투썸플레이스 광명철산점,커피전문점,경기 광명시 철산로30번길 14 1층,1.8,20,37.4749886,126.8696903
265,282,스미노카리,일본식주점,경기 광명시 오리로856번길 7 2층 203호,3.0,14,37.4751911,126.8676861
266,283,제줏간 광명철산점,육류 | 고기,경기 광명시 오리로854번길 16-15,1.8,24,37.4743485,126.8692737
267,284,칠성포차 광명철산점,실내포장마차,경기 광명시 오리로856번길 21 2층,3.2,5,37.475576,126.86902
268,285,폴바셋 광명 철산DT점,커피전문점,경기 광명시 오리로 883,4.9,48,37.4758565,126.8645421
269,286,한가네숯불닭갈비 철산점,닭요리,경기 광명시 철산로30번길 20,3.8,36,37.4747561,126.8697797
270,287,듀드팡,제과 | 베이커리,경기 광명시 안양천로 461 1  2층,2.8,21,37.4886098,126.8695133
271,288,리유라멘,일본식라면,경기 광명시 시청로 9,3.7,127,37.4777812,126.8632332
272,289,토종곱창,곱창 | 막창,경기 광명시 디지털로33번길 5,4.2,20,37.4744635,126.870554
273,290,김쉐프,이탈리안,경기 광명시 도덕공원로 59,4.6,16,37.4733749,126.8637793
274,291,고기싸롱,육류 | 고기,경기 광명시 오리로854번길 16 금강빌딩 2층,4.5,2,37.474683,126.8686217
275,292,스타벅스 철산역점,커피전문점,경기 광명시 철산로 15,4.6,18,37.4763923,126.867703
276,293,신가네칼국수제비,수제비,경기 광명시 디지털로33번길 23,2.8,37,37.4758549,126.8701068
277,294,용범이네인계동껍데기 광명철산점,,경기 광명시 오리로854번길 16-10,4.5,17,37.4744611,126.8687983
278,295,횟집도화,회,경기 광명시 오리로856번길 18,2.6,2,37.4751823,126.8688338
279,296,맛찬들왕소금구이 광명1호점,육류 | 고기,경기 광명시 철산로 24 다인빌딩 103호,3.8,27,37.47598840000001,126.8689827
280,297,힘센장어,장어,경기 광명시 오리로854번길 8 3층,5.0,8,37.4745747,126.8679611
281,298,황토보양촌,사철탕 | 영양탕,경기 광명시 오리로 879-9,5.0,2,37.475412,126.8645115
282,299,셀프수산킹크랩대게 광명점,게 | 대게,경기 광명시 오리로 906-7,5.0,5,37.4775947,126.8625836
283,300,대박조개,조개,경기 광명시 오리로856번길 21 1층,3.7,7,37.475576,126.86902
284,301,스타벅스 철산로데오점,커피전문점,경기 광명시 디지털로 17,3.1,11,37.4739663,126.8693507
285,302,양마루,곱창 | 막창,경기 광명시 안양천로 459 4층,4.0,11,37.4883841,126.8695699
286,303,호야덤블링,중국요리,경기 광명시 가림로219번길 4,4.2,9,37.4763908,126.8627556
287,304,스타벅스 광명철산점,커피전문점,경기 광명시 오리로 865,3.4,12,37.4752158,126.8658452
288,305,리골레토시카고피자 철산점,피자,경기 광명시 오리로854번길 16-7,3.0,8,37.4747289,126.8690995
289,306,카리브참치,참치회,경기 광명시 철산로30번길 20,4.0,15,37.4747561,126.8697797
290,307,돈까스브로스 광명철산점,돈까스 | 우동,경기 광명시 철산로 15 1층,3.6,15,37.4763923,126.867703
291,308,이나까,일본식주점,경기 광명시 오리로856번길 26,2.6,20,37.4754134,126.8696398
292,309,KFC 철산역점,패스트푸드,경기 광명시 철산로 25 한영빌딩,2.9,10,37.4766272,126.868705
293,311,오가네돼지국밥,국밥,경기 광명시 시청로 45,4.1,6,37.4807796,126.8643342
294,312,써브웨이 광명철산역점,샌드위치,경기 광명시 철산로 15,4.2,10,37.4763923,126.867703
295,313,버거킹 광명철산점,패스트푸드,경기 광명시 오리로 870 1층,3.1,5,37.476062,126.8659522
296,314,명품,중국요리,경기 광명시 시청로 15,4.0,25,37.478372,126.8635815
297,315,하남돼지집 광명철산점,삼겹살,경기 광명시 오리로854번길 12 세인트빌딩상가 1층 102호,3.6,16,37.474656,126.8683589
298,316,츠츠허허 철산점,중국요리,경기 광명시 철산로30번길 14 105호,3.5,20,37.4749886,126.8696903
299,317,스시다다,초밥 | 롤,경기 광명시 철산로30번길 5 2층,4.3,47,37.4758281,126.8699388
300,318,투파인드피터 광명철산점,이탈리안,경기 광명시 디지털로 13 한국빌딩 2층,4.4,48,37.4739222,126.8688844
301,319,와인싸롱뱅뱅 철산점,와인바,경기 광명시 오리로856번길 23 명산빌딩 1층,3.7,27,37.4756273,126.8692883
302,320,황비홍마라탕 철산점,중식,경기 광명시 철산로30번길 22 2층,2.1,29,37.4746366,126.8695316
303,321,원조철산곱창,곱창 | 막창,경기 광명시 디지털로 17,1.6,11,37.4739663,126.8693507
304,322,북해도목장,육류 | 고기,경기 광명시 오리로854번길 16-11 1층,4.0,6,37.474543,126.8691645
305,323,설빙 광명철산점,디저트카페,경기 광명시 오리로856번길 8-1,2.2,19,37.4749128,126.8678927
306,324,김대포 실내포차,실내포장마차,경기 광명시 디지털로 29 정인빌딩 2층 202-204호,3.8,14,37.4741199,126.8708079
307,325,백년회관서서갈비 철산점,갈비,경기 광명시 오리로854번길 12 세인트빌딩상가 2층 201호,2.7,23,37.474656,126.8683589
308,326,라임하우스,양식,경기 광명시 오리로 887,3.9,17,37.4760806,126.8640469
309,327,연스시,초밥 | 롤,경기 광명시 오리로 919-38 1층,4.7,1,37.4767513,126.8624811
310,328,진순자계란말이김밥 철산직영점,분식,경기 광명시 디지털로 17 1층,3.7,9,37.4739663,126.8693507
311,329,광명소곱창전골,곱창 | 막창,경기 광명시 시청로 105 1층,4.0,5,37.4856066,126.8657492
312,330,금복주류 철산점,호프 | 요리주점,경기 광명시 오리로856번길 26 2층,3.0,8,37.4754134,126.8696398
313,331,대감복집,복어,경기 광명시 철산로30번길 9 2층,4.3,5,37.4755759,126.8701427
314,332,고구려짬뽕10101 광명철산점,중국요리,경기 광명시 철산로30번길 24 서울종합빌딩 1층,3.8,7,37.47442119999999,126.8696163
315,333,오징어청춘 철산점,해물 | 생선,경기 광명시 오리로856번길 14,3.0,14,37.4750364,126.8684663
316,334,박가일본요리점,일식집,경기 광명시 오리로854번길 8 다산캣츠빌딩 401호,4.3,9,37.4745441,126.8679829
317,336,대가볼태기 광명직영점,해물 | 생선,경기 광명시 오리로856번길 20,3.5,8,37.4752344,126.8690116
318,337,콩뿌리 전주콩나물국밥 철산점,국밥,경기 광명시 디지털로 25 청덕빌딩 1층 106호,3.8,3,37.4740442,126.8702049
319,338,도미노피자 철산점,피자,경기 광명시 시청로 32 1층,4.5,3,37.4795312,126.8640987
320,339,채선당플러스 철산역점,샤브샤브,경기 광명시 철산로 36 양정타워 3층 301호,3.0,28,37.47632309999999,126.8700704
321,340,파스쿠찌 광명철산점,커피전문점,경기 광명시 철산로30번길 9 1층,3.4,3,37.4755759,126.8701427
322,342,길동우동 철산직영점,돈까스 | 우동,경기 광명시 오리로854번길 16 1층,2.6,4,37.4747071,126.8686126
323,343,명동찌개마을 철산점,찌개 | 전골,경기 광명시 오리로854번길 16,2.0,12,37.4747071,126.8686126
324,344,나라참치,참치회,경기 광명시 디지털로33번길 15,3.8,4,37.4753166,126.8703467
325,345,육회와전,육류 | 고기,경기 광명시 오리로854번길 16-10,4.5,18,37.4744611,126.8687983
326,346,광명할머니빈대떡,한식,경기 광명시 디지털로33번길 23,4.0,8,37.4758549,126.8701068
327,347,펀비어킹 광명철산상업지구점,호프 | 요리주점,경기 광명시 오리로854번길 16,1.7,5,37.4747071,126.8686126
328,348,등촌샤브칼국수 광명점,샤브샤브,경기 광명시 철산로 12,4.8,47,37.4755242,126.8675624
329,349,이순화명태마을,해물 | 생선,경기 광명시 오리로854번길 21,5.0,8,37.4752905,126.8692177
330,350,본죽&비빔밥cafe 철산역점,퓨전한식,경기 광명시 오리로 857 일청빌딩 2층 205호,5.0,2,37.4749051,126.8662052
331,351,취향,중국요리,경기 광명시 철산로 13-12 쌍마한신상가 지하층 03호,3.4,8,37.47698320000001,126.8677778
332,352,떡볶당 광명철산점,떡볶이,경기 광명시 오리로856번길 21 1층 103호,3.0,39,37.475576,126.86902
333,353,철산명가 유황오리,오리,경기 광명시 안양천로 459,2.5,0,37.4883841,126.8695699
334,354,팔각도 철산역점,닭요리,경기 광명시 철산로30번길 14 1층 101호,1.5,109,37.4749886,126.8696903
335,355,와밀 2호점,디저트카페,경기 광명시 철산로 27 명동빌딩 1  2층,4.5,6,37.4768028,126.8689767
336,356,온더문포차 철산점,실내포장마차,경기 광명시 오리로856번길 11 아싸빌딩 301  302호,4.6,42,37.4752765,126.8680455
337,357,메가MGC커피 철산로데오점,커피전문점,경기 광명시 오리로856번길 8 금봉빌딩 1층 102호,1.4,2,37.4748391,126.8677219
338,358,역전할머니맥주 광명철산점,호프 | 요리주점,경기 광명시 오리로854번길 22 1층,3.0,20,37.4750095,126.8693327
339,359,화로닭발 철산점,닭요리,경기 광명시 오리로854번길 16-7 2층,4.0,8,37.4747289,126.8690995
340,360,유가네닭갈비 철산역점,닭요리,경기 광명시 디지털로33번길 23 다모아빌딩 2층,1.7,28,37.4758549,126.8701068
341,361,신룽푸마라탕 철산점,중국요리,경기 광명시 오리로856번길 7 202호,3.1,12,37.4751911,126.8676861
342,362,라무진 철산점,육류 | 고기,경기 광명시 디지털로33번길 23,2.7,17,37.4758549,126.8701068
343,363,짜장마을,중국요리,경기 광명시 시청로 53,4.8,5,37.4814491,126.8648001
344,364,도마,회,경기 광명시 디지털로 17 1층,5.0,8,37.4739663,126.8693507
345,365,교촌치킨 철산역점,치킨,경기 광명시 오리로854번길 16-7,1.6,3,37.4747289,126.8690995
346,366,한양김밥,분식,경기 광명시 철산로29번길 9 1층,4.8,2,37.4774645,126.8687338
347,367,달마식당,삼겹살,경기 광명시 시청로 69 1층,5.0,9,37.4826752,126.8656261
348,368,딱한잔,회,경기 광명시 철산로30번길 9 1층,1.0,6,37.4755759,126.8701427
349,369,철산민물장어,장어,경기 광명시 오리로854번길 22 2층,5.0,6,37.4750095,126.8693327
350,370,담우리수산,회,경기 광명시 오리로854번길 6 철화빌딩 2층,3.0,1,37.4744888,126.867604
351,371,청국장과보리밥 철산점,찌개 | 전골,경기 광명시 철산로30번길 15 지하1층,3.0,2,37.4748726,126.8703737
352,372,맥도날드 세이브존광명점,패스트푸드,경기 광명시 철망산로 87,1.6,4,37.4723246,126.8764366
353,373,영덕대게,게 | 대게,경기 광명시 철산로 12,1.0,7,37.4755242,126.8675624
354,374,산울림,칵테일바,경기 광명시 디지털로33번길 15,5.0,13,37.4753166,126.8703467
355,375,라티오커피바,커피전문점,경기 광명시 디지털로 56 래미안자이아파트 상가 102호,5.0,6,37.471915,126.8743015
356,376,사조회참치 철산점,회,경기 광명시 철산로30번길 11 광동빌딩 101호,2.0,28,37.4752663,126.8702048
357,377,시장을여는사람들,호프 | 요리주점,경기 광명시 오리로854번길 16-10 2층 201호,5.0,5,37.4744611,126.8687983
358,378,오봉집 광명철산역점,한식,경기 광명시 오리로856번길 12 세영빌딩 1층,5.0,6,37.4749916,126.8682114
359,379,공차 철산역점,카페,경기 광명시 철산로 24 다인빌딩 104호,2.4,5,37.47598840000001,126.8689827
360,380,전느님 광명점,술집,경기 광명시 오리로856번길 23,4.0,12,37.4756497,126.8692869
361,381,니뽕내뽕 광명철산점,퓨전요리,경기 광명시 오리로854번길 16 2층 206호,2.3,16,37.4747071,126.8686126
362,382,풍년집정육식당 철산점,육류 | 고기,경기 광명시 시청로 34,5.0,2,37.4797319,126.8641714
363,383,포메인 철산로데오점,동남아음식,경기 광명시 오리로856번길 7 2층,4.0,9,37.4751911,126.8676861
364,384,뉴욕치즈케익팩토리 철산역점,제과 | 베이커리,경기 광명시 오리로856번길 11,2.0,0,37.4752765,126.8680455
365,385,광명사골순대국,순대,경기 광명시 오리로 899-1,4.0,4,37.4766823,126.8626223
366,386,금별맥주 광명철산점,호프 | 요리주점,경기 광명시 오리로856번길 11 ASSA빌딩 1층 1호,2.3,23,37.4752765,126.8680455
367,387,푸라닭치킨 광명철산점,치킨,경기 광명시 시청로 39-1 102호,5.0,1,37.4803209,126.8640483
368,389,참치와스시호우 광명본점,참치회,경기 광명시 시청로 7 1층,4.0,10,37.4776094,126.8630775
369,391,영덕대게킹크랩,게 | 대게,경기 광명시 철산로30번길 24 서울종합빌딩 1층,4.0,10,37.47442119999999,126.8696163
370,392,구름산순대곱창,곱창 | 막창,경기 광명시 오리로856번길 23 1층,4.3,8,37.4756497,126.8692869
371,393,뚜레쥬르 철산역점,제과 | 베이커리,경기 광명시 오리로 857,1.9,1,37.4748313,126.8662444
372,394,육대장 철산점,국밥,경기 광명시 철산로 15 웅진빌딩,2.2,12,37.4763923,126.867703
373,395,정통집 철산점,육류 | 고기,경기 광명시 철산로30번길 14,3.7,19,37.4749886,126.8696903
374,396,커피인텐스,카페,경기 광명시 도덕공원로 21-1 지하1층 B06호,5.0,18,37.47098099999999,126.865388
375,397,역전우동0410 광명철산점,돈까스 | 우동,경기 광명시 오리로856번길 26 1층,3.0,12,37.4754134,126.8696398
376,398,돼지집 본관,불고기 | 두루치기,경기 광명시 기아로 56,3.4,297,37.4358727,126.8855583
377,399,명장시대,제과 | 베이커리,경기 광명시 범안로 930,2.9,514,37.4551247,126.8686996
378,400,정인면옥평양냉면,냉면,경기 광명시 목감로268번길 27-1,4.2,203,37.4829061,126.8566767
379,401,산촌신쭈꾸미,해물 | 생선,경기 광명시 오리로 467-21,4.1,310,37.4441058,126.8772012
380,402,명가원,한정식,경기 광명시 원노온사로 82 1 2층,0.0,50,37.4528978,126.8517516
381,403,소하고택,카페,경기 광명시 신촌북로 7 1층,0.0,392,37.4505265,126.8906381
382,404,광명본갈비,갈비,경기 광명시 덕안로77번길 5 지웰에스테이트 2층 206호,0.0,898,37.4130291,126.8614268
383,405,구름산추어탕 본점,추어,경기 광명시 범안로 964-5,3.7,114,37.4571255,126.8716738
384,406,포항물회,회,경기 광명시 안재로2번길 33,3.2,120,37.4605036,126.8752763
385,407,카페자호,디저트카페,경기 광명시 밤일안로 41-3 1층,3.3,159,37.4550256,126.8583084
386,409,양평신내서울해장국,해장국,경기 광명시 범안로 857,3.1,17,37.4507656,126.8633652
387,411,호천생갈비,갈비,경기 광명시 오리로 999 1층,4.1,260,37.4798113,126.8521482
388,412,카페드블랑,카페,경기 광명시 소하로92번길 11 소하람2 107 108호,4.5,110,37.4481963,126.8865769
389,413,긴자 광명점,일식집,경기 광명시 밤일안로 41 2 3층,2.8,54,37.4550256,126.8583084
390,414,홍두깨칼국수,국수,경기 광명시 오리로964번길 17,3.1,128,37.4805207,126.8566385
391,417,매화쌈밥 광명점,쌈밥,경기 광명시 밤일로 36 2 3층,2.4,202,37.4543397,126.8524107
392,418,장수촌,닭요리,경기 광명시 밤일로 37,2.7,43,37.4523037,126.860278
393,419,신선화로 광명점,육류 | 고기,경기 광명시 범안로 868-11 1  2층,3.2,171,37.4514278,126.8650471
394,420,소담촌 광명직영점,샤브샤브,경기 광명시 오리로 518 대교빌딩 2층,3.7,55,37.4522833,126.8700011
395,421,경복궁,한정식,경기 광명시 밤일로 42 1~3층,1.3,4,37.4526842,126.8597511
396,422,돈까스인생 밤일마을점,돈까스 | 우동,경기 광명시 밤일안로 1 2층,0.0,247,37.4538424,126.8607481
397,423,고창복의낙지세상,해물 | 생선,경기 광명시 범안로 893,3.9,48,37.4534302,126.8655413
398,424,강남면옥 광명점,냉면,경기 광명시 범안로 868 1 2층,0.0,11,37.4514278,126.8650471
399,425,마초쉐프 광명점,이탈리안,경기 광명시 소하로 94 선우퓨쳐마크 2층,3.7,335,37.4481963,126.8865769
400,426,신농한우정육식당 광명본점,육류 | 고기,경기 광명시 밤일안로 8,4.1,120,37.4529284,126.8646108
401,427,청담본갈비 광명점,갈비,경기 광명시 밤일로 4,1.9,44,37.4518084,126.8638671
402,429,교동짬뽕,중국요리,경기 광명시 한내일로 37,4.0,63,37.455662,126.8822697
403,430,무아지경 광명본점,갈비,경기 광명시 오리로975번길 3 1층,4.4,4,37.4786673,126.8547831
404,431,진두강한방민물장어 광명점,장어,경기 광명시 밤일로 35,4.2,39,37.4520867,126.8602925
405,433,옛진미칼국수,국수,경기 광명시 오리로 932,3.8,54,37.4780683,126.85956
406,434,담원두부마을,두부전문점,경기 광명시 밤일로 27 1  2층,0.0,48,37.4519487,126.8612124
407,435,브로버거 광명점,햄버거,경기 광명시 일직로 22 효성해링턴타워 1층 102호,3.8,60,37.4220727,126.8840357
408,437,한양중식 광명점,중국요리,경기 광명시 양지로 16 광명역써밋플레이스 2층,2.9,109,37.4171707,126.8803102
409,438,영진보신탕,사철탕 | 영양탕,경기 광명시 안재로2번길 37,2.8,145,37.4606928,126.875278
410,439,원조생고기두루치기전문,불고기 | 두루치기,경기 광명시 영우로 16,4.3,35,37.432606,126.877417
411,440,보릿골,한식,경기 광명시 오리로619번길 27,3.5,63,37.4552576,126.8778256
412,442,오뚜기돈까스,돈까스 | 우동,경기 광명시 오리로 991,2.9,66,37.4795695,126.8529513
413,444,채수어,한식,경기 광명시 소하로109번길 15 소하토피아 2층,3.2,30,37.4472973,126.8854894
414,445,아프리코,디저트카페,경기 광명시 밤일안로14번길 1 1  2층,4.2,63,37.4533853,126.86378
415,446,스시153,초밥 | 롤,경기 광명시 일직로 22 광명역효성해링턴타워더퍼스트 211  212호,4.9,21,37.4220727,126.8840357
416,448,광명 서울경복궁,갈비,경기 광명시 양달로 8,3.7,9,37.4784878,126.8642888
417,449,송도갈매기 광명점,육류 | 고기,경기 광명시 양지로 16 아비뉴프랑 2층,3.4,42,37.456254,127.1615181
418,450,촌장골 광명점,갈비,경기 광명시 소하로109번길 16 B8-4호,2.4,36,37.4472973,126.8854894
419,451,어부의밥상 소하점,해물 | 생선,경기 광명시 소하로 81 아이플랙스 8층,2.8,22,37.4481963,126.8865769
420,452,풍천한방장어 광명점,장어,경기 광명시 범안로 880,2.2,145,37.4523568,126.8657056
421,455,소통한우,육류 | 고기,경기 광명시 가학로 144,3.6,31,37.4121642,126.8612513
422,456,하이파이브 커피웍스,커피전문점,경기 광명시 소하로109번길 6 1동 1층 102호,4.5,71,37.4459315,126.8855006
423,457,양평해장국,해장국,경기 광명시 오리로991번길 1,4.3,15,37.479383,126.8531373
424,458,까치카페,카페,경기 광명시 오리로619번길 32,3.6,54,37.45486959999999,126.8770075
425,459,예소담 나주곰탕,곰탕,경기 광명시 밤일로 33-1 2  3층,3.7,37,37.4517763,126.8606261
426,460,금천한우타운,육류 | 고기,경기 광명시 가학로 177,3.3,24,37.4098275,126.8644969
427,461,털보수산,회,경기 광명시 범안로 1035,3.6,16,37.4619154,126.8779138
428,462,라까사호텔 광명 라까사키친,양식,경기 광명시 일직로12번길 22,3.8,4,37.4191564,126.8947399
429,463,가야밀면,국수,경기 광명시 일직로12번길 21 SH&01프라자 2층 203호,3.8,52,37.4191564,126.8947399
430,464,스타벅스 광명역점,커피전문점,경기 광명시 양지로 16 광명역써밋플레이스,3.7,30,37.4171707,126.8803102
431,465,꽃피다한우,육류 | 고기,경기 광명시 소하로109번길 15 소하토피아 8층,3.6,24,37.4472973,126.8854894
432,467,애기능농장,사철탕 | 영양탕,경기 광명시 범안로 753,1.0,10,37.4448615,126.8557597
433,468,오성초밥,초밥 | 롤,경기 광명시 오리로 933-1 1층,2.9,40,37.4777717,126.8591699
434,470,광명서서갈비,갈비,경기 광명시 광이로 3-5,2.8,40,37.4788721,126.8573284
435,472,상상초월,육류 | 고기,경기 광명시 영당로 14,3.0,14,37.4349105,126.8780482
436,473,클로렐라베이커리,제과 | 베이커리,경기 광명시 오리로976번길 18-1 1층,4.2,70,37.4808167,126.8557554
437,474,우리소 광명점,육류 | 고기,경기 광명시 밤일안로 41-11,2.5,39,37.4535692,126.8594868
438,475,신짱과후쿠마루,일본식라면,경기 광명시 광명로893번길 13-1 1층,0.0,93,37.4791519,126.8524512
439,476,남해바다장어,장어,경기 광명시 밤일로 18 1층,2.3,15,37.4543397,126.8524107
440,477,웅이네철판쭈꾸미,해물 | 생선,경기 광명시 소하로76번길 7 우심프라자 1층,4.6,60,37.447942,126.8827929
441,478,소문난가마솥순대,순대,경기 광명시 광이로13번길 21-1 1층,4.0,23,37.480168,126.8556658
442,479,담원 바베큐&쭈꾸미,해물 | 생선,경기 광명시 광명로 521-15 2층,3.2,21,37.4459171,126.8449634
443,482,담원한정식,한정식,경기 광명시 밤일로 26 2층,0.0,18,37.4524066,126.8615174
444,483,원조광명할머니빈대떡,한식,경기 광명시 오리로976번길 20 광명시장,3.2,65,37.48092620000001,126.8558024
445,484,김수언스시,초밥 | 롤,경기 광명시 소하로 81 2층,3.3,72,37.4481963,126.8865769
446,487,푸주옥,설렁탕,경기 광명시 밤일로 22 1층,3.1,28,37.4543397,126.8524107
447,489,거북명태,해물 | 생선,경기 광명시 범안로 856,3.3,34,37.4503797,126.8639034
448,490,시드니램1901 광명직영점,육류 | 고기,경기 광명시 밤일로 8 트윈웨스트 1~3층,4.1,34,37.4543397,126.8524107
449,491,이케아 레스토랑,양식,경기 광명시 일직로 17,3.6,16,37.4191564,126.8947399
450,492,광명토성,오리,경기 광명시 밤일로 106,3.8,27,37.454012,126.8530094
451,494,하안동꿀주먹,육류 | 고기,경기 광명시 하안로 298,4.8,75,37.4621719,126.8803515
452,495,참치가게,참치회,경기 광명시 신기로 7 골드스타빌딩 1층 105호,4.8,22,37.461994,126.8793606
453,496,스타벅스 광명소하DT점,커피전문점,경기 광명시 오리로 363,3.4,17,37.4522833,126.8700011
454,497,짬뽕가,중국요리,경기 광명시 신기로 15 2층 203호,4.1,9,37.2188532,127.207347
455,498,온누리장작구이 광명점,오리,경기 광명시 범안로 849-13,2.6,81,37.4501755,126.8616936
456,499,소문난삼부자순대국,국밥,경기 광명시 일직로99번안길 14,2.9,20,37.4191564,126.8947399
457,500,더쉐프한식뷔페,한식뷔페,경기 광명시 새빛공원로 67 2층,4.3,18,37.4594351,126.8827874
458,501,전주 콩뿌리콩나물국밥,국밥,경기 광명시 오리로 619,3.6,45,37.45678669999999,126.8790619
459,502,마포왕갈비잡부구이,갈비,경기 광명시 오리로985번길 6-1,4.1,47,37.4790494,126.8532996
460,504,항아리보쌈 광명점,족발 | 보쌈,경기 광명시 소하일로52번길 13,4.0,36,37.4491498,126.8895437
461,505,택이네조개전골 하안점,조개,경기 광명시 오리로 655,3.4,32,37.45952380000001,126.8766553
462,506,장어랑,장어,경기 광명시 기아로 112,4.5,9,37.4360316,126.8922024
463,507,강씨네농장,오리,경기 광명시 소하동 724-1,3.4,55,37.435081,126.8945159
464,508,늘봄즉석떡볶이,떡볶이,경기 광명시 오리로 933 승화빌딩,4.6,24,37.4777428,126.8592529
465,509,광명아리랑,한정식,경기 광명시 오리로619번길 28 1~3층,2.5,27,37.45678669999999,126.8790619
466,510,추오정 남원추어탕,추어,경기 광명시 밤일로 10 2층,3.5,2,37.4543397,126.8524107
467,511,평양메밀 광명7호점,국수,경기 광명시 오리로 935 1층,4.6,59,37.4777952,126.8590825
468,513,앤하우스 광명점,커피전문점,경기 광명시 오리로 925 2층,5.0,16,37.4775529,126.8600167
469,514,광명면옥,냉면,경기 광명시 오리로 627 1 2층,0.0,37,37.4574441,126.8784531
470,515,광명족발,족발 | 보쌈,경기 광명시 하안로 112,4.6,17,37.4483398,126.8916197
471,516,다원잔기지떡 광명점,떡 | 한과,경기 광명시 한내로13번길 6-4 1층,0.0,60,37.4554871,126.8828372
472,517,용천원두막,육류 | 고기,경기 광명시 오리로 282-43,4.0,13,37.4265566,126.8855416
473,518,스타벅스 광명사거리역점,커피전문점,경기 광명시 광명로 907,3.8,24,37.4798946,126.8543246
474,519,버거킹 광명소하DT점,패스트푸드,경기 광명시 오리로 361,1.8,11,37.4348248,126.8791749
475,520,맥도날드 광명소하DT점,패스트푸드,경기 광명시 오리로 512,2.5,8,37.4522833,126.8700011
476,521,기찬스시,초밥 | 롤,경기 광명시 소하로 109 1층,4.2,46,37.4459315,126.8855006
477,522,스시메이진 광명점,초밥 | 롤,경기 광명시 소하로 94 3층,2.4,42,37.4481963,126.8865769
478,523,카페오리엔트,커피전문점,경기 광명시 광명역로 26 광명역파크자이1차 상가 204호,4.4,9,37.4144414,126.8858621
479,524,유명한막회,회,경기 광명시 오리로985번길 8-1 1층,4.6,27,37.4788109,126.853241
480,526,원조광명곱창구이 본점,곱창 | 막창,경기 광명시 오리로942번길 4-1 1층,0.0,26,37.478618,126.8588145
481,530,빵명장,제과 | 베이커리,경기 광명시 밤일로 38,3.1,110,37.4543397,126.8524107
482,531,택이네조개전골 광명역점,조개,경기 광명시 덕안로77번길 5 지웰에스테이트 2층,3.0,6,37.4130291,126.8614268
483,532,장우생오리,오리,경기 광명시 금하로 432,2.0,11,37.4483982,126.8802257
